                               1                                2                                3                                4                                5                                6                                7                                8 
                  version_number                 initial_don_mass                 initial_acc_mass              initial_period_days                         compiler                            build                 MESA_SDK_version                             date 
                       "r26.4.1"          2.0000000000000000E+000          1.0000000000000000E+000          4.0000000000000000E+000                       "gfortran"                         "15.2.0"            "x86_64-linux-26.3.2"                       "20260609" 

                               1                                2                                3                                4                                5                                6                                7                                8                                9                               10                               11                               12                               13                               14                               15                               16                               17                               18                               19                               20                               21                               22                               23                               24                               25                               26                               27                               28                               29                               30                               31 
                    model_number                              age                      period_days                binary_separation                          v_orb_1                          v_orb_2                             rl_1                             rl_2           rl_relative_overflow_1           rl_relative_overflow_2                      star_1_mass                      star_2_mass                lg_mtransfer_rate                   lg_mstar_dot_1                   lg_mstar_dot_2                 lg_system_mdot_1                 lg_system_mdot_2                   lg_wind_mdot_1                   lg_wind_mdot_2              fixed_xfer_fraction                eff_xfer_fraction                            J_orb                             Jdot                          jdot_mb                          jdot_gr                          jdot_ml                          jdot_ls                jdot_missing_wind                       extra_jdot                      donor_index                 point_mass_index 
                             335          9.7494920079038548E+008          3.9980225401304503E+000          1.5288857558002542E+001          6.4490637604628461E+001          1.2898127520925692E+002          6.7271621125535619E+000          4.9044838780964159E+000         -3.2510311002305192E-001         -8.1381501994814065E-001          2.0000000000000000E+000          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          5.0000000000000000E-001          1.0000000000000000E+000          2.7279073414059276E+052         -1.1524567571996754E+035         -1.1516668695001910E+035         -7.8988769948451100E+031          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             340          9.7542008878202689E+008          3.9970074648020049E+000          1.5286269612130504E+001          6.4496096464778461E+001          1.2899219292955692E+002          6.7260234054033603E+000          4.9036536958045964E+000         -3.3086191861971237E-001         -8.1378157758557290E-001          2.0000000000000000E+000          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          5.0000000000000000E-001          1.0000000000000000E+000          2.7276764551121030E+052         -1.8266691929920506E+035         -1.8258788757642128E+035         -7.9031722783786532E+031          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             345          9.7588173347633791E+008          3.9957824771498478E+000          1.5283146200711025E+001          6.4502686650796420E+001          1.2900537330159284E+002          6.7246490911432328E+000          4.9026517425263112E+000         -3.3697603814506683E-001         -8.1374163597993687E-001          2.0000000000000000E+000          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          5.0000000000000000E-001          1.0000000000000000E+000          2.7273977706701157E+052         -1.8919077669225658E+035         -1.8911168863511622E+035         -7.9088057140350166E+031          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             350          9.7633850359064710E+008          3.9946037538205652E+000          1.5280140450375642E+001          6.4509030487724388E+001          1.2901806097544878E+002          6.7233265482586990E+000          4.9016875335260277E+000         -3.4314946115363887E-001         -8.1370313243355352E-001          2.0000000000000000E+000          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          5.0000000000000000E-001          1.0000000000000000E+000          2.7271295575755451E+052         -1.8401280468841065E+035         -1.8393366178391363E+035         -7.9142904497030847E+031          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             355          9.7679377188657773E+008          3.9934606772449235E+000          1.5277225317057599E+001          6.4515184859680275E+001          1.2903036971936055E+002          6.7220438772457856E+000          4.9007523933884070E+000         -3.4901625895245236E-001         -8.1366572506195389E-001          2.0000000000000000E+000          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          5.0000000000000000E-001          1.0000000000000000E+000          2.7268694053384290E+052         -1.7918030857719146E+035         -1.7910111251628702E+035         -7.9196060904428942E+031          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             360          9.7725096592539918E+008          3.9923412851154225E+000          1.5274370315478514E+001          6.4521213990330466E+001          1.2904242798066093E+002          6.7207876644528275E+000          4.8998365427983011E+000         -3.5416770375265333E-001         -8.1362902919300906E-001          2.0000000000000000E+000          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          5.0000000000000000E-001          1.0000000000000000E+000          2.7266145953171352E+052         -1.7501151199017621E+035         -1.7493226396102011E+035         -7.9248029156088431E+031          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             365          9.7771638132539523E+008          3.9912252296937050E+000          1.5271523558495121E+001          6.4527227393539718E+001          1.2905445478707944E+002          6.7195350793169073E+000          4.8989233369765470E+000         -3.5817216081025194E-001         -8.1359238659590283E-001          2.0000000000000000E+000          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          5.0000000000000000E-001          1.0000000000000000E+000          2.7263604974173767E+052         -1.7182564642517780E+035         -1.7174634670936862E+035         -7.9299715809201147E+031          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             370          9.7819455710584915E+008          3.9900948015133166E+000          1.5268639869968540E+001          6.4533320524360178E+001          1.2906664104872036E+002          6.7182662441454886E+000          4.8979982839544753E+000         -3.6055290796631828E-001         -8.1355522716734274E-001          2.0000000000000000E+000          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          5.0000000000000000E-001          1.0000000000000000E+000          2.7261030789080011E+052         -1.6996911733665123E+035         -1.6988976540436236E+035         -7.9351932288888526E+031          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             375          9.7869019452706242E+008          3.9889292619173724E+000          1.5265666328111267E+001          6.4539605319993953E+001          1.2907921063998791E+002          6.7169578731278081E+000          4.8970444070513448E+000         -3.6081737622729743E-001         -8.1351688464308203E-001          2.0000000000000000E+000          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          5.0000000000000000E-001          1.0000000000000000E+000          2.7258376139947496E+052         -1.6980694849690987E+035         -1.6972754285165967E+035         -7.9405645250184779E+031          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             380          9.7920274636261153E+008          3.9877166877868278E+000          1.5262572483653663E+001          6.4546146333394645E+001          1.2909229266678929E+002          6.7155965684561965E+000          4.8960519385031818E+000         -3.5849948545094934E-001         -8.1347698776630084E-001          2.0000000000000000E+000          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          5.0000000000000000E-001          1.0000000000000000E+000          2.7255613815413181E+052         -1.7171110021724389E+035         -1.7163163867098403E+035         -7.9461546259871660E+031          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             385          9.7972679873418045E+008          3.9864534133708776E+000          1.5259348945475008E+001          6.4552963661589814E+001          1.2910592732317963E+002          6.7141781979977395E+000          4.8950178657500238E+000         -3.5336855975115300E-001         -8.1343544196004736E-001          2.0000000000000000E+000          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          5.0000000000000000E-001          1.0000000000000000E+000          2.7252735396607891E+052         -1.7591676003786120E+035         -1.7583724022493281E+035         -7.9519812928397753E+031          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             390          9.8025324452039886E+008          3.9851438371972350E+000          1.5256006898129780E+001          6.4560033901147960E+001          1.2912006780229592E+002          6.7127076830038046E+000          4.8939457766640793E+000         -3.4554323209384802E-001         -8.1339241916975902E-001          2.0000000000000000E+000          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          5.0000000000000000E-001          1.0000000000000000E+000          2.7249750835475784E+052         -1.8243708259372185E+035         -1.8235750212990662E+035         -7.9580463815228869E+031          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             395          9.8077070944210076E+008          3.9838013219084623E+000          1.5252580409906022E+001          6.4567285191336595E+001          1.2913457038267319E+002          6.7112000136654943E+000          4.8928465999474309E+000         -3.3553628507544170E-001         -8.1334838086162342E-001          2.0000000000000000E+000          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          5.0000000000000000E-001          1.0000000000000000E+000          2.7246690526368932E+052         -1.9099388797282920E+035         -1.9091424528306015E+035         -7.9642689769061078E+031          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             400          9.8128456627348351E+008          3.9823994786934809E+000          1.5249002088797674E+001          6.4574860405953373E+001          1.2914972081190675E+002          6.7096255372145688E+000          4.8916987170451298E+000         -3.2371378343796436E-001         -8.1330247854254789E-001          2.0000000000000000E+000          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          5.0000000000000000E-001          1.0000000000000000E+000          2.7243494243372163E+052         -2.0143539578737448E+035         -2.0135568839232696E+035         -7.9707395047519804E+031          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             405          9.8180307924237728E+008          3.9809020251649612E+000          1.5245179250600652E+001          6.4582956203496224E+001          1.2916591240699245E+002          6.7079434722084779E+000          4.8904723959655625E+000         -3.1024097460987315E-001         -8.1325354036939856E-001          2.0000000000000000E+000          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          5.0000000000000000E-001          1.0000000000000000E+000          2.7240079134700774E+052         -2.1378777929569667E+035         -2.1370800292614173E+035         -7.9776369554959041E+031          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             410          9.8234223815039480E+008          3.9792432123021557E+000          1.5240943919699015E+001          6.4591929111974551E+001          1.2918385822394910E+002          6.7060799086644041E+000          4.8891137521266312E+000         -2.9499464894414346E-001         -8.1319943745849776E-001          2.0000000000000000E+000          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          5.0000000000000000E-001          1.0000000000000000E+000          2.7236295028228366E+052         -2.2836278078266984E+035         -2.2828292871315235E+035         -7.9852069517471704E+031          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             415          9.8291097143401146E+008          3.9773673967551946E+000          1.5236153821907600E+001          6.4602081849542273E+001          1.2920416369908455E+002          6.7039722453379875E+000          4.8875771456599049E+000         -2.7792112304355587E-001         -8.1313837964268110E-001          2.0000000000000000E+000          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          5.0000000000000000E-001          1.0000000000000000E+000          2.7232014625061441E+052         -2.4546064204016530E+035         -2.4538070414320928E+035         -7.9937896956020632E+031          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             420          9.8350668140191889E+008          3.9752497753210054E+000          1.5230745341642287E+001          6.4613551021414779E+001          1.2922710204282956E+002          6.7015924911026374E+000          4.8858421694417267E+000         -2.5923593640896786E-001         -8.1306958355316084E-001          2.0000000000000000E+000          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          5.0000000000000000E-001          1.0000000000000000E+000          2.7227180830118551E+052         -2.6513796506946387E+035         -2.6505793016879416E+035         -8.0034900669725868E+031          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             425          9.8413201570973051E+008          3.9728434244564670E+000          1.5224598270319024E+001          6.4626593862215444E+001          1.2925318772443089E+002          6.6988877536719871E+000          4.8838702619863748E+000         -2.3905203780227433E-001         -8.1299154514490157E-001          2.0000000000000000E+000          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          5.0000000000000000E-001          5.0000000000000000E-001          2.7221685881927796E+052         -2.8756079766272337E+035         -2.8748065251848065E+035         -8.0145144242712416E+031         -7.9907735455060763E-268          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             430          9.8478302639004564E+008          3.9701223801144274E+000          1.5217645812856675E+001          6.4641355092130254E+001          1.2928271018426051E+002          6.6958286429272889E+000          4.8816399962253216E+000         -2.1753213289841597E-001         -8.1290343680978083E-001          2.0000000000000000E+000          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          5.0000000000000000E-001          5.0000000000000000E-001          2.7215469651414076E+052         -3.1284627709247285E+035         -3.1276600678077121E+035         -8.0270311701621691E+031         -4.0404351080753985E-227          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             435          9.8545697903155768E+008          3.9670557123809340E+000          1.5209808359510337E+001          6.4658007450436443E+001          1.2931601490087289E+002          6.6923801302434347E+000          4.8791258342981383E+000         -1.9489373583360797E-001         -8.1280426215293422E-001          2.0000000000000000E+000          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          5.0000000000000000E-001          5.0000000000000000E-001          2.7208460438325441E+052         -3.4103073679003925E+035         -3.4095032508904620E+035         -8.0411700993085232E+031         -3.8785741650448954E-188          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             440          9.8615487265760911E+008          3.9635912429071558E+000          1.5200951818160711E+001          6.4676840578038451E+001          1.2935368115607690E+002          6.6884832145197173E+000          4.8762847610459250E+000         -1.7106325664914060E-001         -8.1269233033813859E-001          2.0000000000000000E+000          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          5.0000000000000000E-001          5.0000000000000000E-001          2.7200537657887972E+052         -3.7251260328033783E+035         -3.7243203153521670E+035         -8.0571745121148475E+031         -6.8050760070590894E-151          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             445          9.8687723908463287E+008          3.9596731038575341E+000          1.5190932409613474E+001          6.4698166354942728E+001          1.2939633270988546E+002          6.6840746323013631E+000          4.8730706538111912E+000         -1.4615433182006859E-001         -8.1256582031539515E-001          2.0000000000000000E+000          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          5.0000000000000000E-001          5.0000000000000000E-001          2.7191571830408626E+052         -4.0747920741081710E+035         -4.0739845401823401E+035         -8.0753392583114002E+031         -9.2142233158778072E-116          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             450          9.8762053698132718E+008          3.9552615136034879E+000          1.5179647198621584E+001          6.4722211604344878E+001          1.2944442320868976E+002          6.6791090916434817E+000          4.8694504921895234E+000         -1.2009322555106178E-001         -8.1242341671858087E-001          2.0000000000000000E+000          1.0000000000000000E+000         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          5.0000000000000000E-001          5.0000000000000000E-001          2.7181469763280640E+052         -4.4639578534573870E+035         -4.4631482656857228E+035         -8.0958777166415341E+031         -1.2257131984672965E-082          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             455          9.8838318812793875E+008          3.9503045506243026E+000          1.5166961872237783E+001          6.4749272092322272E+001          1.2949854418464454E+002          6.6735274942801253E+000          4.8653811901830322E+000         -9.2969453639236005E-002         -8.1226294666295928E-001          2.0000000000000000E+000          1.0000000000000000E+000         -9.5633858200512520E+001         -9.5633858200512520E+001         -9.5934888196176502E+001         -9.8999999999999986E+001         -9.5934888196176502E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          5.0000000000000000E-001          5.0000000000000000E-001          2.7170109885216086E+052         -4.8952625140591092E+035         -4.8944506087643117E+035         -8.1190529479762014E+031         -6.6687741078132904E-052          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             460          9.8916250480381191E+008          3.9447532436324817E+000          1.5152749264450359E+001          6.4779630950111311E+001          1.2955926190022262E+002          6.6672738866272692E+000          4.8608219544458491E+000         -6.4948044919804826E-002         -8.1208356484288213E-001          2.0000000000000000E+000          1.0000000000000000E+000         -6.6862013718881997E+001         -6.6862013718881997E+001         -6.7163043714545978E+001         -9.8999999999999986E+001         -6.7163043714545978E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          5.0000000000000000E-001          5.0000000000000000E-001          2.7157376661978785E+052         -5.3700798081511182E+035         -5.3692652946362748E+035         -8.1451351484371896E+031         -3.9417719950415543E-023          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             465          9.8991692674277532E+008          3.9388804676386933E+000          1.5137706363722970E+001          6.4811809919689267E+001          1.2962361983937853E+002          6.6606549465624356E+000          4.8559963705971292E+000         -3.7460083986080514E-002         -8.1189368523901528E-001          2.0000000000000000E+000          1.0000000000000000E+000         -4.0784063258718746E+001         -4.0784063258718746E+001         -4.1085093254382727E+001         -9.8999999999999986E+001         -4.1085093254382727E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          5.0000000000000000E-001          5.0000000000000000E-001          2.7143893063873662E+052         -5.8669168682065317E+035         -5.8660994618679723E+035         -8.1740633855971310E+031         -4.7143519512198445E+003          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             470          9.9037642725613546E+008          3.9350572772734771E+000          1.5127909383751529E+001          6.4832792899535022E+001          1.2966558579907004E+002          6.6563442338599801E+000          4.8528536158071347E+000         -2.0754994159661987E-002         -8.1176995919636952E-001          2.0000000000000000E+000          1.0000000000000000E+000         -2.4776536325069856E+001         -2.4776536325069856E+001         -2.5077566320733837E+001         -9.8999999999999986E+001         -2.5077566320733837E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          5.0000000000000000E-001          5.0000000000000000E-001          2.7135108007182102E+052         -6.1857449919099935E+035         -6.1849255178648117E+035         -8.1947404518134083E+031         -4.7950395353818333E+019          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             475          9.9062885309694850E+008          3.9328751124159766E+000          1.5122316132826530E+001          6.4844781558276850E+001          1.2968956311419160E+002          6.6538831797268738E+000          4.8510593673785660E+000         -1.1315229542450430E-002         -8.1169929253878603E-001          1.9999999999817866E+000          1.0000000000091067E+000         -1.5338055332980700E+001         -1.5338055332980700E+001         -1.5639085328644681E+001         -9.8999999999999986E+001         -1.5639085328644681E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          5.0000000000000000E-001          5.0000000000000000E-001          2.7130091203660796E+052         -6.3711259517593186E+035         -6.3703039751846145E+035         -8.2066079433979252E+031         -1.3157803643765962E+029          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             480          9.9077749376449513E+008          3.9315608679483556E+000          1.5118946786262638E+001          6.4852016613405027E+001          1.2970399915673298E+002          6.6524002993852633E+000          4.8499788414290341E+000         -5.7382737913947096E-003         -8.1166141847942652E-001          1.9999997373244243E+000          1.0000001313377878E+000         -1.1089839675277334E+001         -1.1089839675277334E+001         -1.1390869670941315E+001         -9.8999999999999986E+001         -1.1390869670941315E+001         -9.8999999999999986E+001         -9.8999999999999986E+001          5.0000000000000000E-001          5.0000000000000000E-001          2.7127069252095730E+052         -6.5055177488566026E+035         -6.4813968898482881E+035         -8.2135223620350165E+031         -2.3299506772111095E+033          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             485          9.9088724763399875E+008          3.9291012410652919E+000          1.5112369969636031E+001          6.4878315040964665E+001          1.2971480745631686E+002          6.6490730601374626E+000          4.8482618325459335E+000         -1.3844957900364021E-003         -8.1152432755629522E-001          1.9996776321431806E+000          1.0001611839284095E+000         -7.7976822001605717E+000         -7.7976822001605717E+000         -8.0987121958245520E+000         -9.8999999999999986E+001         -8.0987121958245520E+000         -9.8999999999999986E+001         -9.8999999999999986E+001          5.0000000000000000E-001          5.0000000000000000E-001          2.7121895719440313E+052         -5.2204964893736807E+036         -6.5641485400083932E+035         -8.2212696820713164E+031         -4.5639994226760207E+036          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             490          9.9090052384025741E+008          3.9228149189123145E+000          1.5095114874465194E+001          6.4966468855231227E+001          1.2971594989071647E+002          6.6396681269164661E+000          4.8443693765511586E+000          6.0333439715885395E-004         -8.1110456304142131E-001          1.9983286058203396E+000          1.0008356970898302E+000         -6.3193242330292518E+000         -6.3193242330292518E+000         -6.6203542286932331E+000         -9.8999999999999986E+001         -6.6203542286932331E+000         -9.8999999999999986E+001         -9.8999999999999986E+001          5.0000000000000000E-001          5.0000000000000000E-001          2.7109437314833440E+052         -1.3776035710165864E+038         -6.5952379165897944E+035         -8.2506122938566871E+031         -1.3710075080387672E+038          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             495          9.9090131168288934E+008          3.8443299120406635E+000          1.4878432448384618E+001          6.6114077144850881E+001          1.2969131887587162E+002          6.5209130448707446E+000          4.7961080246773680E+000          2.0323762249994784E-002         -8.0628297434214080E-001          1.9806288903748179E+000          1.0096855548125909E+000         -4.0000000000000000E+000         -4.0000000000000000E+000         -4.3010299956639804E+000         -9.8999999999999986E+001         -4.3010299956639804E+000         -9.8999999999999986E+001         -9.8999999999999986E+001          5.0000000000000000E-001          5.0000000000000000E-001          2.6951450349830491E+052         -2.8123698472669304E+040         -6.5614112712167746E+035         -8.4717144632051175E+031         -2.8123042246825040E+040          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             500          9.9090142236588442E+008          3.7974203183943174E+000          1.4748041813591964E+001          6.6831543153557746E+001          1.2965545588785696E+002          6.4492324044881588E+000          4.7672908783352197E+000          3.2506358951589327E-002         -8.0365095307603251E-001          1.9695605908657119E+000          1.0152197045671441E+000         -4.0000000000000000E+000         -4.0000000000000000E+000         -4.3010299956639804E+000         -9.8999999999999986E+001         -4.3010299956639804E+000         -9.8999999999999986E+001         -9.8999999999999986E+001          5.0000000000000000E-001          5.0000000000000000E-001          2.6854255027849273E+052         -2.7677032754623749E+040         -6.5641726104670673E+035         -8.8934330503715424E+031         -2.7676376248428373E+040          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             505          9.9090146980440879E+008          3.7778117596111822E+000          1.4693334647158101E+001          6.7138958837202139E+001          1.2963525458831646E+002          6.4191033524971477E+000          4.7552559241231691E+000          3.7708501134873139E-002         -8.0239641866598199E-001          1.9648167384273938E+000          1.0175916307863033E+000         -4.0000000000000000E+000         -4.0000000000000000E+000         -4.3010299956639804E+000         -9.8999999999999986E+001         -4.3010299956639804E+000         -9.8999999999999986E+001         -9.8999999999999986E+001          5.0000000000000000E-001          5.0000000000000000E-001          2.6812970788950536E+052         -2.7517862535712620E+040         -6.5593736542624980E+035         -9.0198303160009480E+031         -2.7517206508148892E+040          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             510          9.9090153417549837E+008          3.7516747707242657E+000          1.4620222119300189E+001          6.7555970491028077E+001          1.2960317047020092E+002          6.3787830893030808E+000          4.7392277380964023E+000          4.4755522288424179E-002         -8.0069952931833832E-001          1.9583796294693308E+000          1.0208101852653353E+000         -4.0000000000000000E+000         -4.0000000000000000E+000         -4.3010299956639804E+000         -9.8999999999999986E+001         -4.3010299956639804E+000         -9.8999999999999986E+001         -9.8999999999999986E+001          5.0000000000000000E-001          5.0000000000000000E-001          2.6757313364564227E+052         -2.7317870236175726E+040         -6.5499767825355403E+035         -9.1638259521619525E+031         -2.7317215146859211E+040          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
                             515          9.9090160685706782E+008          3.7228037832775880E+000          1.4539202486885129E+001          6.8026607481606021E+001          1.2956048366229740E+002          6.3340249024065498E+000          4.7215446364532276E+000          5.2690423301981759E-002         -7.9885790508773324E-001          1.9511114725293692E+000          1.0244442637353162E+000         -4.0000000000000000E+000         -4.0000000000000000E+000         -4.3010299956639804E+000         -9.8999999999999986E+001         -4.3010299956639804E+000         -9.8999999999999986E+001         -9.8999999999999986E+001          5.0000000000000000E-001          5.0000000000000000E-001          2.6694967368739394E+052         -2.7090223198582939E+040         -6.5391343937809596E+035         -9.3342978348415270E+031         -2.7089569191800582E+040          0.0000000000000000E+000          0.0000000000000000E+000          0.0000000000000000E+000                                1                                0 
