                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                               log_xmstar                             log_abs_mdot                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                       log_power_nuc_burn                           power_nuc_burn                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                     Lnuc                                       pp                                      cno                                tri_alpha                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                             co_core_mass                            one_core_mass                             fe_core_mass                   neutron_rich_core_mass                                 log_Teff                                    log_L                                    log_R                                    log_g                        v_div_csound_surf                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                              num_retries                                num_iters 
                                     385                                     1252                  4.2794218148154801E+008                  5.2942356035040730E+000                  2.7000000000000002E+000                  3.3729869674519655E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999998742415619E-001                  4.0505884539186987E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999998742415619E-001                  4.0505884539186987E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.7637725700093914E+000                  5.8046036422777867E+001                  1.7637725699938953E+000                 -9.1485600228325961E+000                 -8.8661933955312247E+000                  1.7637725700093914E+000                  5.8046036422777867E+001                 -1.1584558650768717E+000                  1.7632527945738894E+000                 -9.1485600228325961E+000                  5.5665710288479718E+032                  5.7514427105200823E+032                  6.2286467494361457E+032                  6.4221503231003434E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.0831449160086866E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6967509340299229E+000                  1.7519644482697276E+000                  1.0051335169395146E+000                  2.8591643575830910E+000                  0.0000000000000000E+000                  2.0037402918013576E+001                  4.3308321773821321E+000                  7.8154576495311394E+000                  1.3398416057708733E+000                  5.0000000000000000E-001                  4.0591519171256438E+000                  0.0000000000000000E+000                  9.8054821952145288E-001                  1.3089173655736656E-004                  5.7360295716446410E-004                  3.4370446375681946E-003                  9.3805274490911215E-003                  1.6121309599632354E+000                  1.0333016111410112E+000                                        0                                        5 
                                     390                                     1301                  4.2881852451143754E+008                  5.1762684032554933E+000                  2.7000000000000002E+000                  3.3729869674519655E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999997326399981E-001                  2.1569644033922986E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999997326399981E-001                  2.1569644033922986E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.8887584921647620E+000                  7.7403124525274535E+001                  1.8887584918601450E+000                 -7.4526472224859663E+000                 -7.7206676651715025E+000                  1.8887584921647620E+000                  7.7403124525274535E+001                 -1.2102067986875069E+000                  1.8884125588740035E+000                 -7.4526472224859663E+000                  5.7851964906597053E+032                  5.9125250355056422E+032                  6.3163662455436081E+032                  6.4542854920601449E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.1101644898771780E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6870132071733166E+000                  1.8931797419895524E+000                  1.0952166175126399E+000                  2.6789981564368404E+000                  0.0000000000000000E+000                  2.0234385981414100E+001                  4.4711680371275282E+000                  7.8545498944113987E+000                  1.3398416058672491E+000                  5.0000000000000000E-001                  4.0591519180102136E+000                  0.0000000000000000E+000                  9.8054821921750268E-001                  1.3089189557674300E-004                  5.7360310196328775E-004                  3.4370446375681938E-003                  9.3805274490911198E-003                  1.6115214759658598E+000                  1.0339113449323083E+000                                        0                                        5 
                                     395                                     1364                  4.2944475743657547E+008                  5.0507324813047392E+000                  2.7000000000000002E+000                  3.3729869674519655E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999995763899996E-001                  1.7907933392802525E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999995763899996E-001                  1.7907933392802525E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.9804768878044421E+000                  9.5604181522676441E+001                  1.9804768850183803E+000                 -6.2893941438117107E+000                 -7.0011425505052935E+000                  1.9804768878044421E+000                  9.5604181522676441E+001                 -1.2285047023108511E+000                  1.9802083895471316E+000                 -6.2893941438117107E+000                  5.9394071059366739E+032                  6.0318751088587572E+032                  6.3847151960656949E+032                  6.4949015012413256E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.1417971617232499E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6804764798404186E+000                  1.9876913188447025E+000                  1.1555458606060105E+000                  2.5583396702500991E+000                  0.0000000000000000E+000                  2.0364691694320744E+001                  4.5636373294437069E+000                  7.8792398461344613E+000                  1.3398416070837891E+000                  5.0000000000000011E-001                  4.0591519291760232E+000                  0.0000000000000000E+000                  9.8054821523273528E-001                  1.3089523272300199E-004                  5.7360374875038461E-004                  3.4370446375681938E-003                  9.3805274490911215E-003                  1.6109662703607495E+000                  1.0344667969269519E+000                                        0                                        5 
                                     400                                     1373                  4.2994257106653708E+008                  4.9625739114945713E+000                  2.7000000000000002E+000                  3.3729869674519655E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999993732649994E-001                  1.6341285119276205E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999993732649994E-001                  1.6341285119276205E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.0496922302990979E+000                  1.1212235997322007E+002                  2.0496922116652243E+000                 -5.3489557420910634E+000                 -6.4773713185043462E+000                  2.0496922302990979E+000                  1.1212235997322007E+002                 -1.2354690933075552E+000                  2.0494669249178576E+000                 -5.3489557420910634E+000                  6.0545450855694125E+032                  6.1283400682126536E+032                  6.4424053608080621E+032                  6.5344496069353306E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.1707937775821343E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6755610964720002E+000                  2.0580478612185424E+000                  1.2005548985297680E+000                  2.4683215944025840E+000                  0.0000000000000000E+000                  2.0462540493391590E+001                  4.6327868499018079E+000                  7.8972680986697084E+000                  1.3398416170695975E+000                  5.0000000000000000E-001                  4.0591520208290710E+000                  0.0000000000000000E+000                  9.8054818209112837E-001                  1.3092651589023273E-004                  5.7360560300280972E-004                  3.4370446375681933E-003                  9.3805274490911215E-003                  1.6104384646537013E+000                  1.0349948460356342E+000                                        0                                        5 
                                     405                                     1374                  4.3035553664368695E+008                  4.8868087736879247E+000                  2.7000000000000002E+000                  3.3729869674519655E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999991388899989E-001                  1.5513027115127084E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999991388899989E-001                  1.5513027115127084E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.1062586229406888E+000                  1.2771991561884879E+002                  2.1062585294040153E+000                 -4.5741789500012429E+000                 -6.0704683614448767E+000                  2.1062586229406888E+000                  1.2771991561884879E+002                 -1.2388081767985719E+000                  2.1060622766645247E+000                 -4.5741789500012429E+000                  6.1460724048756101E+032                  6.2064305630015316E+032                  6.4919090403075537E+032                  6.5725790869647744E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.1966600769562437E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6714914810037955E+000                  2.1148593409037888E+000                  1.2370998693088000E+000                  2.3952316528445206E+000                  0.0000000000000000E+000                  2.0540119098168443E+001                  4.6874206891635390E+000                  7.9112538008202797E+000                  1.3398416725384166E+000                  4.9999999999999994E-001                  4.0591525299402829E+000                  0.0000000000000000E+000                  9.8054799721739172E-001                  1.3110729697574642E-004                  5.7360967528865983E-004                  3.4030125664508124E-003                  9.3805251527672873E-003                  1.6099342169181998E+000                  1.0354993328196163E+000                                        0                                        5 
                                     410                                     1386                  4.3070932532551634E+008                  4.8272668595765342E+000                  2.7000000000000002E+000                  3.3729869674519655E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999989196298689E-001                  1.5010245948063591E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999989196298689E-001                  1.5010245948063591E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.1545816418273862E+000                  1.4275181601627639E+002                  2.1545812806055600E+000                 -3.9321659656416190E+000                 -5.7381044207150582E+000                  2.1545816418273862E+000                  1.4275181601627639E+002                 -1.2446381132906357E+000                  2.1544080392651965E+000                 -3.9321659656416190E+000                  6.2217194905732268E+032                  6.2734535393982036E+032                  6.5360578795075032E+032                  6.6076987672705101E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.2209600129750920E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6680114506037182E+000                  2.1631763168763518E+000                  1.2682184180952363E+000                  2.3329945552716476E+000                  0.0000000000000000E+000                  2.0603572196959838E+001                  4.7320226875280369E+000                  7.9223836405755677E+000                  1.3398418934287801E+000                  5.0000000000000000E-001                  4.0591545573461314E+000                  0.0000000000000000E+000                  9.8054725992205538E-001                  1.3183697329088176E-004                  5.7361720873962097E-004                  3.4030125664508120E-003                  9.3805251527672873E-003                  1.6094477644108516E+000                  1.0359860200422180E+000                                        0                                        5 
                                     415                                     1410                  4.3101903468875009E+008                  4.7701250444951135E+000                  2.7000000000000002E+000                  3.3729869674519655E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999986614463876E-001                  1.4669209951788309E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999986614463876E-001                  1.4669209951788309E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.1959452458851025E+000                  1.5701648317389632E+002                  2.1959441216797226E+000                 -3.3947562867816692E+000                 -5.4552025250518836E+000                  2.1959452458851025E+000                  1.5701648317389632E+002                 -1.2519065559439599E+000                  2.1957892360684155E+000                 -3.3947562867816692E+000                  6.2875087858959779E+032                  6.3324603941619803E+032                  6.5764657415471357E+032                  6.6410460129572693E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.2440370440120969E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6649241399902315E+000                  2.2045489821833306E+000                  1.2950793719757001E+000                  2.2792726475107199E+000                  0.0000000000000000E+000                  2.0657563649931809E+001                  4.7698363125788861E+000                  7.9318034217249727E+000                  1.3398425867077077E+000                  5.0000000000000000E-001                  4.0591609205014771E+000                  0.0000000000000000E+000                  9.8054494450075602E-001                  1.3413955538157357E-004                  5.7362974951787873E-004                  3.4030125664508120E-003                  9.3805251527672873E-003                  1.6089762472357847E+000                  1.0364577635970076E+000                                        0                                        5 
                                     420                                     1419                  4.3129264781109208E+008                  4.7174754751834787E+000                  2.7000000000000002E+000                  3.3729869674519655E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999983986717300E-001                  1.4442972034437909E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999983986717300E-001                  1.4442972034437909E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.2321091944300231E+000                  1.7065114023195585E+002                  2.2321062360213975E+000                 -2.9369628497133817E+000                 -5.2035401802033503E+000                  2.2321091944300231E+000                  1.7065114023195585E+002                 -1.2570168661075412E+000                  2.2319653942015076E+000                 -2.9369628497133817E+000                  6.3442263997514184E+032                  6.3845417200356446E+032                  6.6136498681680577E+032                  6.6730355071372638E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.2647067588618112E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6622078525458650E+000                  2.2406571113766565E+000                  1.3185660114610955E+000                  2.2322993685399291E+000                  0.0000000000000000E+000                  2.0704083929160880E+001                  4.8023279470304594E+000                  7.9398575686382760E+000                  1.3398443921995338E+000                  4.9999999999999994E-001                  4.0591774919967198E+000                  0.0000000000000000E+000                  9.8053891291240292E-001                  1.4015074579233562E-004                  5.7364928074581318E-004                  3.4030125664508107E-003                  9.3805251527672873E-003                  1.6085214760385023E+000                  1.0369127432274126E+000                                        0                                        5 
                                     425                                     1445                  4.3153737755425662E+008                  4.6708712820800793E+000                  2.7000000000000002E+000                  3.3729869674519655E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999981116069769E-001                  1.4303995383830753E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999981116069769E-001                  1.4303995383830753E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.2649477378030003E+000                  1.8405504996889891E+002                  2.2649409228226025E+000                 -2.5409908334887037E+000                 -4.9696700131360023E+000                  2.2649477378030003E+000                  1.8405504996889891E+002                 -1.2634339279822835E+000                  2.2648122538617987E+000                 -2.5409908334887037E+000                  6.3951876220688922E+032                  6.4316769423263583E+032                  6.6485837146627930E+032                  6.7038460357145586E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.2852104519054853E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6597096018289146E+000                  2.2733023671850194E+000                  1.3398851407991774E+000                  2.1896611098637653E+000                  0.0000000000000000E+000                  2.0744739275434920E+001                  4.8306229586486440E+000                  7.9469318774323368E+000                  1.3398484961753643E+000                  5.0000000000000000E-001                  4.0592151601953637E+000                  0.0000000000000000E+000                  9.8052520114725217E-001                  1.5383049464675453E-004                  5.7367911704673689E-004                  3.4030125664508107E-003                  9.3805251527672873E-003                  1.6080813538419949E+000                  1.0373530409706855E+000                                        0                                        5 
                                     430                                     1444                  4.3175877881913573E+008                  4.6294366215139089E+000                  2.7000000000000002E+000                  3.3729869674519655E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999977935736117E-001                  1.4189332716331790E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999977935736117E-001                  1.4189332716331790E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.2945443122046716E+000                  1.9703542373697076E+002                  2.2945300759432814E+000                 -2.1910700035188753E+000                 -4.7422981470782668E+000                  2.2945443122046716E+000                  1.9703542373697076E+002                 -1.2746376112293922E+000                  2.2944129440430885E+000                 -2.1910700035188753E+000                  6.4418463388034136E+032                  6.4753436366935728E+032                  6.6811461025858597E+032                  6.7330665742660341E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.3038048941799131E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6574256019288054E+000                  2.3027972301658250E+000                  1.3592005720897982E+000                  2.1510302472825238E+000                  0.0000000000000000E+000                  2.0780761157653160E+001                  4.8555654125966914E+000                  7.9533608301057024E+000                  1.3398569744074973E+000                  5.0000000000000011E-001                  4.0592929788356891E+000                  0.0000000000000000E+000                  9.8049687321508117E-001                  1.8210669654791602E-004                  5.7372590218702634E-004                  3.4030125664508098E-003                  9.3805251527672873E-003                  1.6076538343049667E+000                  1.0377806744112075E+000                                        0                                        5 
                                     435                                     1470                  4.3195999482456952E+008                  4.5889435467819837E+000                  2.7000000000000002E+000                  3.3729869674519655E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999974747850007E-001                  1.4122173687856757E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999974747850007E-001                  1.4122173687856757E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.3206564565600627E+000                  2.0924565883279280E+002                  2.3206287221361319E+000                 -1.8751224936528539E+000                 -4.5124408898376185E+000                  2.3206564565600627E+000                  2.0924565883279280E+002                 -1.2840790859836513E+000                  2.3205207950465998E+000                 -1.8751224936528539E+000                  6.4846755935018291E+032                  6.5153077814893069E+032                  6.7126096881908356E+032                  6.7613428403590779E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.3205730965881103E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6554212176211025E+000                  2.3289572318499085E+000                  1.3762893415472461E+000                  2.1168527083676278E+000                  0.0000000000000000E+000                  2.0812882208904149E+001                  4.8776179988470858E+000                  7.9594609171216595E+000                  1.3398733723962377E+000                  4.9999999999999994E-001                  4.0594434957424230E+000                  0.0000000000000000E+000                  9.8044208325042603E-001                  2.3680832150380538E-004                  5.7380377768471947E-004                  3.4030125664508098E-003                  9.3805251527672873E-003                  1.6072399636011896E+000                  1.0381945509584893E+000                                        0                                        5 
                                     440                                     1485                  4.3214315973392612E+008                  4.5485478518463127E+000                  2.7000000000000002E+000                  3.3729869674519655E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999971203956128E-001                  1.4059267466167014E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999971203956128E-001                  1.4059267466167014E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.3432145161485392E+000                  2.2040148490418605E+002                  2.3431626262935383E+000                 -1.5803981522441133E+000                 -4.2708607072892733E+000                  2.3432145161485392E+000                  2.2040148490418605E+002                 -1.2905616502856425E+000                  2.3430616753205267E+000                 -1.5803981522441133E+000                  6.5243711962202955E+032                  6.5529827248490296E+032                  6.7426833415685195E+032                  6.7887267145024460E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.3376733426083494E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6536327381742510E+000                  2.3515275503774071E+000                  1.3911514597046992E+000                  2.0871284720527217E+000                  0.0000000000000000E+000                  2.0841645306434600E+001                  4.8970507336961289E+000                  7.9656682759001587E+000                  1.3399042727168700E+000                  5.0000000000000000E-001                  4.0597271496718976E+000                  0.0000000000000000E+000                  9.8033884117107484E-001                  3.3988720748915366E-004                  5.7394530887692596E-004                  3.4030125664508094E-003                  9.3805251527672873E-003                  1.6068418815257670E+000                  1.0385924577998416E+000                                        0                                        5 
                                     445                                     1508                  4.3231098245672268E+008                  4.5123812184829406E+000                  2.7000000000000002E+000                  3.3729869674519655E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999968723230415E-001                  1.4033115524631595E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999968723230415E-001                  1.4033115524631595E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.3637913244702302E+000                  2.3109541257036250E+002                  2.3636950236941696E+000                 -1.2912512669664087E+000                 -4.0043788530070117E+000                  2.3637913244702302E+000                  2.3109541257036250E+002                 -1.2940781563454911E+000                  2.3635995114858348E+000                 -1.2912512669664087E+000                  6.5609333195752921E+032                  6.5883286460102633E+032                  6.7716064439306382E+032                  6.8153819511139947E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  3.3534454141803915E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6519852401710460E+000                  2.3720299075897420E+000                  1.4046976343172768E+000                  2.0600361228275665E+000                  0.0000000000000000E+000                  2.0867443647861567E+001                  4.9138908417902316E+000                  7.9727629317169013E+000                  1.3399649307495092E+000                  5.0000000000000000E-001                  4.0602840460314287E+000                  0.0000000000000000E+000                  9.8013619283771214E-001                  5.4219537932199589E-004                  5.7423790698944428E-004                  3.4030125664508094E-003                  9.3805251527672873E-003                  1.6064587232489596E+000                  1.0389751307219777E+000                                        0                                        5 
                                     450                                     1516                  4.3246678359242845E+008                  4.4816404555079110E+000                  2.7000000000000002E+000                  3.3729869674519655E+001                 -9.8999999999999986E+001                  5.1801901462752010E-004                  9.9999965533725932E-001                  1.4005854768538017E-001                  1.2570721932397833E-004                  7.8134333336699058E-008                  9.9999965533725932E-001                  1.4005854768538017E-001                  1.2570721932397833E-004                  7.8134333336699058E-008                  2.3822846741341568E+000                  2.4114856067990368E+002                  2.3820907784341632E+000                 -9.6888609135583426E-001                 -3.6729122430782648E+000                  2.3822846741341568E+000                  2.4114856067990368E+002                 -1.2945614468361055E+000                  2.3819993296765691E+000                 -9.6888609135583426E-001                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.5570461276043783E+030                  6.5962030904479658E+032                  6.6217044692022612E+032                  6.7993004161236145E+032                  6.8414108112001706E+032                  3.3682213549163192E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6505606707634271E+000                  2.3904353857671850E+000                  1.4167495122212355E+000                  2.0359323670196492E+000                  0.0000000000000000E+000                  2.0890569086252988E+001                  4.9277576895083461E+000                  7.9823791942793898E+000                  1.3400436645227631E+000                  5.0000000000000000E-001                  4.0610070469396504E+000                  3.4308326167272102E-029                  9.7987326265525732E-001                  8.0365454916870216E-004                  5.7464490380606452E-004                  3.4030125664508085E-003                  9.3805251527672873E-003                  1.6060869756217697E+000                  1.0393457806395134E+000                                        0                                        5 
                                     455                                     1524                  4.3261275707662678E+008                  4.4549931761596220E+000                  2.7000000000000002E+000                  3.3729869674519655E+001                 -9.8999999999999986E+001                  5.3193842640520588E-003                  9.9999963053000218E-001                  1.3993634158263427E-001                  1.8890008989697060E-003                  7.8134333281187907E-008                  9.9999963053000218E-001                  1.3993634158263427E-001                  1.8890008989697060E-003                  7.8134333281187907E-008                  2.4002916561772025E+000                  2.5135738884674726E+002                  2.3997812693072271E+000                 -5.3077054359777354E-001                 -3.2032622435226217E+000                  2.4002916561772025E+000                  2.5135738884674726E+002                 -1.2952367542318157E+000                  2.3996936075609350E+000                 -5.3077054359777354E-001                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  7.2778109516079606E+030                  6.6291840086273828E+032                  6.6539565093703900E+032                  6.8257507583789792E+032                  6.8661399478473685E+032                  3.3831828361331245E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6491421710429632E+000                  2.4079501304976572E+000                  1.4283438840273994E+000                  2.0127436234073213E+000                  0.0000000000000000E+000                  2.0910431788445429E+001                  4.9384764273352362E+000                  7.9937516937548549E+000                  1.3400662628649280E+000                  5.0000000000000000E-001                  4.0612145961273978E+000                  0.0000000000000000E+000                  9.7979799040694338E-001                  8.7591889050530746E-004                  5.7474270460259312E-004                  3.4030125664508077E-003                  9.3805251527672873E-003                  1.6057240415342704E+000                  1.0397058983673064E+000                                        0                                        5 
                                     460                                     1534                  4.3275058429896319E+008                  4.4312016434665198E+000                  2.7000000000000002E+000                  3.3729869674519655E+001                 -9.8999999999999986E+001                  1.6878746096619188E-002                  9.9999958091548791E-001                  1.3982482182730413E-001                  6.2512859159608580E-003                  7.8134332670565243E-008                  9.9999958091548791E-001                  1.3982482182730413E-001                  6.2512859159608580E-003                  7.8134332670565243E-008                  2.4174975133273167E+000                  2.6151554743021120E+002                  2.4153975484190600E+000                  9.9883326235731568E-002                 -2.5407381409356806E+000                  2.4174975133273167E+000                  2.6151554743021120E+002                 -1.2973233420799239E+000                  2.4153133884629931E+000                  9.9883326235731568E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.6874232892850724E+028                  1.8465504215706451E+031                  6.6611857117510063E+032                  6.6845067909732984E+032                  6.8510456429176774E+032                  6.8903154484745838E+032                  3.3966818106748514E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6479160691612909E+000                  2.4236545207180247E+000                  1.4386482829009273E+000                  1.9921348256602658E+000                  0.0000000000000000E+000                  2.0923392964403284E+001                  4.9424489428577951E+000                  8.0089217671304311E+000                  1.3401027727025676E+000                  5.0000000000000000E-001                  4.0615499422262271E+000                  0.0000000000000000E+000                  9.7967633731975234E-001                  9.9354304162895847E-004                  5.7482137311037668E-004                  3.4030125664508072E-003                  9.3805251527672873E-003                  1.6053678864675762E+000                  1.0400517747791407E+000                                        0                                        5 
                                     465                                     1544                  4.3288821815728241E+008                  4.4995493184593878E+000                  2.7000000000000002E+000                  3.3729869674519655E+001                 -9.8999999999999986E+001                  5.4594747946780507E-002                  9.9999958091548791E-001                  1.3992837168542052E-001                  2.0159320992086338E-002                  7.8134332448520638E-008                  9.9999958091548791E-001                  1.3992837168542052E-001                  2.0159320992086338E-002                  7.8134332448520638E-008                  2.4399478304674522E+000                  2.7538978720701203E+002                  2.4134042056447935E+000                  1.2113537429914956E+000                 -1.2309143357527794E+000                  2.4399478304674522E+000                  2.7538978720701203E+002                 -1.2764998822095341E+000                  2.4133155054501620E+000                  1.2113537429914956E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.6079866351942318E+031                  4.5969597262359743E+031                  6.6918551751743824E+032                  6.7145334193851162E+032                  6.8786358511135411E+032                  6.9178035039208917E+032                  3.4113823193282772E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6477879325895968E+000                  2.4249334834105314E+000                  1.4395440373905686E+000                  1.9903433166809832E+000                  0.0000000000000000E+000                  2.0884935517019610E+001                  4.9002046355182935E+000                  8.0389487318370616E+000                  1.3404738456937502E+000                  4.9999999999999944E-001                  4.0649603869122668E+000                  0.0000000000000000E+000                  9.7843792072317304E-001                  2.2252101561590180E-003                  5.7580731909326007E-004                  3.4030125664508072E-003                  9.3805251527672873E-003                  1.6050050285078052E+000                  1.0403141355378180E+000                                        0                                        5 
