                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                               log_xmstar                             log_abs_mdot                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                       log_power_nuc_burn                           power_nuc_burn                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                     Lnuc                                       pp                                      cno                                tri_alpha                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                             co_core_mass                            one_core_mass                             fe_core_mass                   neutron_rich_core_mass                                 log_Teff                                    log_L                                    log_R                                    log_g                        v_div_csound_surf                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                              num_retries                                num_iters 
                                     135                                      675                  9.1059662364179525E+005                  4.9114619071877730E+000                  2.7000000000000002E+000                  3.3729869674519655E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999913899995E-001                  6.4103349845585011E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999913899995E-001                  6.4103349845585011E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -4.1684832517274897E+000                  6.7844828389226785E-005                 -4.1684832517274897E+000                 -9.8999999999999986E+001                 -1.9867979713822756E+001                 -4.1684832517274897E+000                  6.7844828389226785E-005                 -4.1684832591154484E+000                 -1.1937743126890762E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7248669185062568E+000                  1.0578054881110306E+000                  6.0182206790749893E-001                  3.6657872556471225E+000                  0.0000000000000000E+000                  1.4709704739042232E+001                 -1.2542235083823902E-001                  6.7084995884965686E+000                  6.2116712113587258E-001                  8.5000496565029882E-001                  1.2966429908582640E+000                  6.9999999813327107E-001                  2.7997020236474890E-001                  3.4468833607859480E-003                  9.3805276451495376E-003                  3.4468833607861266E-003                  9.3805276451495393E-003                  1.8899999995137782E+000                  7.5591954638482239E-001                                        0                                        5 
                                     140                                      677                  1.3248304393066384E+006                  4.9353513174594594E+000                  2.7000000000000002E+000                  3.3729869674519655E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999938899997E-001                  8.1581569400031673E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999938899997E-001                  8.1581569400031673E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -3.5195877508409503E+000                  3.0228197366539479E-004                 -3.5195877508409508E+000                 -9.8999999999999986E+001                 -1.8964889726830812E+001                 -3.5195877508409503E+000                  3.0228197366539479E-004                 -3.5195878939564791E+000                 -1.0001685375255002E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7362202826897355E+000                  1.0668115065687458E+000                  5.8361834876939822E-001                  3.7021946939233237E+000                  0.0000000000000000E+000                  1.5060442654688108E+001                  1.6028406801729839E-001                  6.7738545726428914E+000                  6.2115285379064922E-001                  8.5000496282602156E-001                  1.2966430003550795E+000                  6.9999998966044552E-001                  2.7997020236475878E-001                  3.4468833607691264E-003                  9.3805276451495410E-003                  3.4468833607861210E-003                  9.3805276451495393E-003                  1.8899999973503701E+000                  7.5591954638482250E-001                                        0                                        4 
                                     145                                      676                  1.7119103890505286E+006                  4.8789172405381089E+000                  2.7000000000000002E+000                  3.3729869674519655E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999945149998E-001                  9.4716736980575411E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999945149998E-001                  9.4716736980575411E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.9051876766032700E+000                  1.2439769217356281E-003                 -2.9051876766032700E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.9051876766032700E+000                  1.2439769217356281E-003                 -2.9051902143575146E+000                 -8.1385236939421546E+000                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7515468658992357E+000                  1.1848846841883334E+000                  6.1200177116019272E-001                  3.6454278491417349E+000                  0.0000000000000000E+000                  1.5385071218451653E+001                  4.1823839360205284E-001                  6.8406408851022622E+000                  6.2114070856595760E-001                  8.5000495180980662E-001                  1.2966430373976516E+000                  6.9999995661210535E-001                  2.7997020236518755E-001                  3.4468833596803957E-003                  9.3805276451496590E-003                  3.4468833607861206E-003                  9.3805276451495393E-003                  1.8899999890771391E+000                  7.5591954638485115E-001                                        0                                        4 
                                     150                                      677                  2.0711990734317317E+006                  4.8353294000054428E+000                  2.7000000000000002E+000                  3.3729869674519655E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999951399998E-001                  9.9728542143543564E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999951399998E-001                  9.9728542143543564E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -2.2215910447890947E+000                  6.0035613802962764E-003                 -2.2215910447890947E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.2215910447890947E+000                  6.0035613802962764E-003                 -2.2216577432393354E+000                 -6.0352929618221003E+000                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7738969213069748E+000                  1.3880810030044211E+000                  6.6889981975275803E-001                  3.5316317519566041E+000                  0.0000000000000000E+000                  1.5731342621180559E+001                  6.8389794634570278E-001                  6.9211499170756552E+000                  6.2112991941988183E-001                  8.5000490547586172E-001                  1.2966431931864471E+000                  6.9999981763426145E-001                  2.7997020239418041E-001                  3.4468832457638407E-003                  9.3805276451695112E-003                  3.4468833607861193E-003                  9.3805276451495393E-003                  1.8899999540071879E+000                  7.5591954638685610E-001                                        0                                        5 
                                     155                                      713                  2.3801626625366621E+006                  4.7443201392581944E+000                  2.7000000000000002E+000                  3.3729869674519655E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999970150000E-001                  9.9999952882082266E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999970150000E-001                  9.9999952882082266E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.5274655360929572E+000                  2.9684823012314749E-002                 -1.5274655360929574E+000                 -5.5504120656357323E+001                 -1.6857679757182947E+001                 -1.5274655360929572E+000                  2.9684823012314749E-002                 -1.5292964964154452E+000                 -3.9034860728210838E+000                 -5.5504120656357323E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.8158453948918121E+000                  1.5598149555959435E+000                  6.7086984887884371E-001                  3.5276916937044329E+000                  0.0000000000000000E+000                  1.6081349362911475E+001                  9.4637282028909597E-001                  7.0084130546234684E+000                  6.2112211729397970E-001                  8.5000471466415661E-001                  1.2966438339230977E+000                  6.9999924728957208E-001                  2.7997020448980553E-001                  3.4468707352734423E-003                  9.3805276463224656E-003                  3.4468833607861197E-003                  9.3805276451495410E-003                  1.8899998059053864E+000                  7.5591954653712468E-001                                        0                                       11 
                                     160                                      742                  2.5980650729677752E+006                  4.5789012639368831E+000                  2.7000000000000002E+000                  3.3729869674519655E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999107650139E-001                  9.9999997286012821E-001                  9.9999999997025002E-001                  9.9999999916254600E-001                  9.9999999107650139E-001                  9.9999997286012821E-001                  9.9999999997025002E-001                  9.9999999916254600E-001                 -9.5261696155504494E-001                  1.1152777510640385E-001                 -9.5261696155504461E-001                 -5.0796659461065822E+001                 -9.8999999999999986E+001                 -9.5261696155504494E-001                  1.1152777510640385E-001                 -9.7591562781804475E-001                 -2.2346674673050564E+000                 -5.0796659461065822E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.8746791882562439E+000                  1.6909833409410104E+000                  6.1878645482251415E-001                  3.6318584818170918E+000                  0.0000000000000000E+000                  1.6360578102674587E+001                  1.1525255810154322E+000                  7.0811699441148930E+000                  6.2111824501852253E-001                  8.5000417194312350E-001                  1.2966456342964776E+000                  6.9999768669844908E-001                  2.7997026293756055E-001                  3.4464105464521270E-003                  9.3805276308137828E-003                  3.4468833607861145E-003                  9.3805276451495393E-003                  1.8899993971699409E+000                  7.5591955077912587E-001                                        0                                        6 
                                     165                                      755                  2.7721980477604694E+006                  4.5228961394044287E+000                  2.7000000000000002E+000                  3.3729869674519655E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999529525097E-001                  9.9999998635068177E-001                  1.0000000000000000E+000                  9.9999999967752407E-001                  9.9999999529525097E-001                  9.9999998635068177E-001                  1.0000000000000000E+000                  9.9999999967752407E-001                 -2.9142364045998476E-001                  5.1118294954042787E-001                 -2.9142364045998453E-001                 -4.7040133213220265E+001                 -9.8999999999999986E+001                 -2.9142364045998476E-001                  5.1118294954042787E-001                 -4.4513329061461149E-001                 -8.1709723814783752E-001                 -4.7040133213220265E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9273586574761694E+000                  1.7943462615715033E+000                  5.6510897669791060E-001                  3.7392134380662991E+000                  0.0000000000000000E+000                  1.6600686714686454E+001                  1.3269934981873064E+000                  7.1464560862429307E+000                  6.2111774349060866E-001                  8.5000206661220634E-001                  1.2966522487568506E+000                  6.9999279804137671E-001                  2.7997136903255437E-001                  3.4359185991200665E-003                  9.3805269786042984E-003                  3.4468833607861136E-003                  9.3805276451495393E-003                  1.8899983106607017E+000                  7.5591963205955359E-001                                        0                                        4 
                                     170                                      802                  2.9389267062594099E+006                  4.5759980618453504E+000                  2.7000000000000002E+000                  3.3729869674519655E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999999756087576E-001                  9.9999999302396403E-001                  9.9999999994212463E-001                  9.9999999984005872E-001                  9.9999999756087576E-001                  9.9999999302396403E-001                  9.9999999994212463E-001                  9.9999999984005872E-001                  7.3277651333898619E-001                  5.4047612395031415E+000                  7.3277651333898641E-001                 -4.3252631257552274E+001                 -9.8999999999999986E+001                  7.3277651333898619E-001                  5.4047612395031415E+000                  2.4749000061540521E-001                  5.6071102691101016E-001                 -4.3252631257552274E+001                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.1663880314150149E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9794003985752995E+000                  1.8766616021213329E+000                  5.0218316477456471E-001                  3.8650650619129907E+000                  0.0000000000000000E+000                  1.6824007967321652E+001                  1.4766918886461160E+000                  7.2196001822534859E+000                  6.2114151311392085E-001                  8.4997631631252946E-001                  1.2967327855102913E+000                  6.9994474240512339E-001                  2.7998577822560872E-001                  3.1720059270173074E-003                  9.3804940758212413E-003                  3.4468833607861132E-003                  9.3805276451495393E-003                  1.8899932842565759E+000                  7.5592101115417587E-001                                        0                                        4 
                                     175                                      844                  3.1741112962901979E+006                  4.7906447002013213E+000                  2.7000000000000002E+000                  3.3729869674519655E+001                 -9.8999999999999986E+001                  3.3986722834717981E-001                  1.2519781284281362E-001                  7.8134336611856980E-008                  9.9999999888900060E-001                  9.9999999689311869E-001                  1.2519781284281362E-001                  7.8134336611856980E-008                  9.9999999888900060E-001                  9.9999999689311869E-001                  1.7017007290435056E+000                  5.0315376762514482E+001                  1.7017007290435053E+000                 -3.9712034323462881E+001                 -1.3671288541487453E+001                  1.7017007290435056E+000                  5.0315376762514482E+001                  7.0350377268266984E-001                  1.6557424374422591E+000                 -3.9712034323462881E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.0718473431210363E+031                  5.5660734106688279E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.0165452391228884E+000                  1.8403702789540233E+000                  4.0974782209573052E-001                  4.0499357472706592E+000                  0.0000000000000000E+000                  1.6921608905308133E+001                  1.4983821632940788E+000                  7.2947596496934439E+000                  6.2123565958841498E-001                  8.4988628032564262E-001                  1.2970280595315271E+000                  6.9976834019591938E-001                  2.8000382643841065E-001                  2.1556108556079956E-003                  9.3802069681625227E-003                  3.4468833607861119E-003                  9.3805276451495393E-003                  1.8899123532670230E+000                  7.5593276646657526E-001                                        0                                        5 
                                     180                                      863                  3.7255436816382878E+006                  5.1865509304394450E+000                  2.7000000000000002E+000                  3.3729869674519655E+001                 -9.8999999999999986E+001                  4.1454132184337078E-001                  1.5077760979486371E-001                  7.8134336334301224E-008                  9.9999999935775041E-001                  9.9999999821402896E-001                  1.5077760979486371E-001                  7.8134336334301224E-008                  9.9999999935775041E-001                  9.9999999821402896E-001                  1.5049115225091663E+000                  3.1982434749226996E+001                  1.5049115225091663E+000                 -3.7982308152156051E+001                 -9.8999999999999986E+001                  1.5049115225091663E+000                  3.1982434749226996E+001                  8.4335548636231228E-001                  1.3981217684531979E+000                 -3.7982308152156051E+001                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  4.6215680299420623E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.0319597230810347E+000                  1.7519164394729583E+000                  3.3469193443890666E-001                  4.2000475225843070E+000                  0.0000000000000000E+000                  1.7033274117755070E+001                  1.5743674646084191E+000                  7.3298286654916067E+000                  6.2076364894603842E-001                  8.4968391276827337E-001                  1.2976742949854745E+000                  6.9936601450631586E-001                  2.8008696323650006E-001                  1.9463947288530983E-004                  9.3769157932115377E-003                  3.4468833607861119E-003                  9.3805276451495393E-003                  1.8896645516007471E+000                  7.5598033097775785E-001                                        0                                        5 
                                     185                                      876                  4.6139940098025762E+006                  5.3619962509514760E+000                  2.7000000000000002E+000                  3.3729869674519655E+001                 -9.8999999999999986E+001                  3.6155272907140440E-001                  1.3153788849044412E-001                  7.8134336334301224E-008                  9.9999999965462516E-001                  9.9999999901731396E-001                  1.3153788849044412E-001                  7.8134336334301224E-008                  9.9999999965462516E-001                  9.9999999901731396E-001                  1.7337102797896400E+000                  5.4163943923692308E+001                  1.7337102797896400E+000                 -3.6266529843026049E+001                 -1.3847379800543134E+001                  1.7337102797896400E+000                  5.4163943923692308E+001                  1.0872055500026132E+000                  1.6226301162905095E+000                 -3.6266529843026049E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.1890749142778582E+031                  5.8638818173749550E+032                  1.0480819555947667E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.3383283509392826E+033                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.0547918774155489E+000                  1.7392717189911118E+000                  2.8270526552895475E-001                  4.3040208604042105E+000                  0.0000000000000000E+000                  1.7152033785964495E+001                  1.6558241175369697E+000                  7.3652768019283359E+000                  6.1857278031354823E-001                  8.4925294935323670E-001                  1.2987710879911147E+000                  6.9850495701811610E-001                  2.8093159754574165E-001                  3.4173488416509066E-005                  9.3152107838941726E-003                  3.4468833607861097E-003                  9.3805276451495393E-003                  1.8892220572913754E+000                  7.5633185157173755E-001                                        0                                        5 
                                     190                                      872                  6.6691454000362186E+006                  5.7579024811896007E+000                  2.7000000000000002E+000                  3.3729869674519655E+001                 -9.8999999999999986E+001                  4.6247683912768955E-001                  1.7027255046853995E-001                  7.8134336167767771E-008                  9.9999999967024999E-001                  9.9999999906316306E-001                  1.7027255046853995E-001                  7.8134336167767771E-008                  9.9999999967024999E-001                  9.9999999906316306E-001                  1.7263252749988329E+000                  5.3250694346273406E+001                  1.7263252749988327E+000                 -3.6171005698961650E+001                 -1.3546349804879153E+001                  1.7263252749988329E+000                  5.3250694346273406E+001                  1.0935427370445214E+000                  1.6111626914102919E+000                 -3.6171005698961650E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.0088167567418871E+031                  6.1211394538760652E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.0539045034789307E+000                  1.7263369528348038E+000                  2.7801263032403656E-001                  4.3134061308140472E+000                  0.0000000000000000E+000                  1.7150929367656904E+001                  1.6531406682080398E+000                  7.3673585233555272E+000                  6.1935075613572588E-001                  8.4829813500114171E-001                  1.3011839208477152E+000                  6.9659530881303822E-001                  2.8285906279659623E-001                  3.5116425122506907E-005                  9.1734636453223422E-003                  3.4468833607861093E-003                  9.3805276451495393E-003                  1.8880989421986836E+000                  7.5736924421969365E-001                                        0                                        5 
                                     195                                      859                  1.1783019707382396E+007                  6.1538087114277245E+000                  2.7000000000000002E+000                  3.3729869674519655E+001                 -9.8999999999999986E+001                  5.0119987824259926E-001                  1.8335683313913048E-001                  7.8134336223278922E-008                  9.9999999967024999E-001                  9.9999999905535597E-001                  1.8335683313913048E-001                  7.8134336223278922E-008                  9.9999999967024999E-001                  9.9999999905535597E-001                  1.7261759834971164E+000                  5.3232392225929217E+001                  1.7261759834971164E+000                 -3.6150030737904416E+001                 -9.8999999999999986E+001                  1.7261759834971164E+000                  5.3232392225929217E+001                  1.0891803484919576E+000                  1.6122846788966922E+000                 -3.6150030737904416E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.4684203794974539E+031                  6.1854087291100453E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.0529079335186262E+000                  1.7255185045263919E+000                  2.7959654609043988E-001                  4.3102382992812407E+000                  0.0000000000000000E+000                  1.7146550151393036E+001                  1.6501970346714256E+000                  7.3674973347625539E+000                  6.2162288884394201E-001                  8.4592051589881123E-001                  1.3072325151313204E+000                  6.9184006182124702E-001                  2.8765597720303132E-001                  3.7037131999063059E-005                  8.8424743795272303E-003                  3.4468833607861089E-003                  9.3805276451495393E-003                  1.8853309102892599E+000                  7.6007435939965695E-001                                        0                                        5 
                                     200                                      859                  2.4507975423838034E+007                  6.5497149416658482E+000                  2.7000000000000002E+000                  3.3729869674519655E+001                 -9.8999999999999986E+001                  5.0776442813306222E-001                  1.8335683313913048E-001                  7.8134336223278922E-008                  9.9999999965462505E-001                  9.9999999900913905E-001                  1.8335683313913048E-001                  7.8134336223278922E-008                  9.9999999965462505E-001                  9.9999999900913905E-001                  1.7288269295633898E+000                  5.3558318004409678E+001                  1.7288269295633898E+000                 -3.6146531849966941E+001                 -9.8999999999999986E+001                  1.7288269295633898E+000                  5.3558318004409678E+001                  1.0670260796276092E+000                  1.6221053957220852E+000                 -3.6146531849966941E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.7111887990782302E+031                  6.1543552500085415E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.0502338540649871E+000                  1.7281965612612782E+000                  2.8628373336516116E-001                  4.2968639247317979E+000                  0.0000000000000000E+000                  1.7135709524754123E+001                  1.6444950784988199E+000                  7.3666480167971384E+000                  6.2781486906597361E-001                  8.3960529495033021E-001                  1.3235812177836801E+000                  6.7920964101563031E-001                  3.0038226620159608E-001                  4.1377662692415809E-005                  8.0818224024903369E-003                  3.4468833607861080E-003                  9.3805276451495393E-003                  1.8784449672184693E+000                  7.6692561251038505E-001                                        0                                        5 
                                     205                                      863                  5.6171737232208923E+007                  6.9456211719039720E+000                  2.7000000000000002E+000                  3.3729869674519655E+001                 -9.8999999999999986E+001                  4.9924172914004777E-001                  1.8335683313913043E-001                  7.8134336056745468E-008                  9.9999999960775021E-001                  9.9999999889103752E-001                  1.8335683313913043E-001                  7.8134336056745468E-008                  9.9999999960775021E-001                  9.9999999889103752E-001                  1.7387436864388528E+000                  5.4795347621473660E+001                  1.7387436864388528E+000                 -3.6068445234719810E+001                 -1.4148409796207115E+001                  1.7387436864388528E+000                  5.4795347621473660E+001                  1.0192143461618115E+000                  1.6468249535703545E+000                 -3.6068445234719810E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.3448586383921937E+031                  6.0475207223084720E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.0447500203727982E+000                  1.7382306678467974E+000                  3.0226845404230024E-001                  4.2648944833775193E+000                  0.0000000000000000E+000                  1.7115942038846480E+001                  1.6364477699769000E+000                  7.3660507223124325E+000                  6.4416290178909252E-001                  8.2340510638007280E-001                  1.3674817237435903E+000                  6.4680934605911056E-001                  3.3296464149927985E-001                  4.9723326324768563E-005                  6.6382796405819204E-003                  3.4468833607861080E-003                  9.3805276451495393E-003                  1.8610769972307610E+000                  7.8429970056795950E-001                                        0                                        5 
                                     210                                      874                  1.0961449375277717E+008                  6.9730170137678478E+000                  2.7000000000000002E+000                  3.3729869674519655E+001                 -9.8999999999999986E+001                  4.7324687083000871E-001                  1.7517072663323424E-001                  7.8134336223278922E-008                  9.9999999952181295E-001                  9.9999999862624722E-001                  1.7517072663323424E-001                  7.8134336223278922E-008                  9.9999999952181295E-001                  9.9999999862624722E-001                  1.7587917522130809E+000                  5.7384123461957117E+001                  1.7587917522130809E+000                 -3.5810937468660818E+001                 -9.8999999999999986E+001                  1.7587917522130809E+000                  5.7384123461957117E+001                  9.4579711520380549E-001                  1.6862558616786987E+000                 -3.5810937468660818E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.6853774642063860E+031                  5.8714727496534938E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.0364434911809139E+000                  1.7583361034742302E+000                  3.2893423023978419E-001                  4.2115629309825513E+000                  0.0000000000000000E+000                  1.7091978680065214E+001                  1.6315549108323772E+000                  7.3679487128344467E+000                  6.7621035454777334E-001                  7.9377953488679087E-001                  1.4558426214162541E+000                  5.8755839021434897E-001                  3.9243415119446234E-001                  6.0250728019737913E-005                  4.9085304744705934E-003                  3.4468833607861067E-003                  9.3805276451495393E-003                  1.8307095520381533E+000                  8.1470265976321099E-001                                        0                                        5 
                                     215                                      872                  1.5241441372848758E+008                  6.9113938917980908E+000                  2.7000000000000002E+000                  3.3729869674519655E+001                 -9.8999999999999986E+001                  4.4764229355662943E-001                  1.6375438358799793E-001                  7.8134336223278922E-008                  9.9999999942025053E-001                  9.9999999834158659E-001                  1.6375438358799793E-001                  7.8134336223278922E-008                  9.9999999942025053E-001                  9.9999999834158659E-001                  1.7761835584892558E+000                  5.9728768228044359E+001                  1.7761835584892560E+000                 -3.5538910054501279E+001                 -9.8999999999999986E+001                  1.7761835584892558E+000                  5.9728768228044359E+001                  8.8116872735955798E-001                  1.7170256625184799E+000                 -3.5538910054501279E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.6117060147607165E+031                  5.7079591102704194E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.0293212932581719E+000                  1.7757289725499854E+000                  3.5187506062314544E-001                  4.1656812702158295E+000                  0.0000000000000000E+000                  1.7076230780565957E+001                  1.6323136095166997E+000                  7.3710403076024757E+000                  7.0761254188005918E-001                  7.6729756245823078E-001                  1.5451222637382223E+000                  5.3459460835580308E-001                  4.4553210101455509E-001                  6.7246691981001430E-005                  3.8484266998539580E-003                  3.4468833607861050E-003                  9.3805276451495393E-003                  1.8053400661157166E+000                  8.4009518268816163E-001                                        0                                        5 
