log_teff,log_lum
3.739750606411471,-0.22905136283923322
3.5398793367184096,-1.2600262177016066
3.5608060334633365,-1.0743636747522138
3.717370512238561,-0.08040864839293098
3.533657080263533,-1.3617552905726427
3.7647190041426004,0.12489219114309388
3.73644400841917,-0.029895137524077266
3.533856147498855,-1.4288804001569955
3.543913366046012,-1.2926350966169446
3.533947941442653,-1.189331487740817
3.9875721813348597,1.4153978614652019
3.566164263090153,-1.147753853488064
3.617425222134663,-0.7778762214155486
3.6670064899153467,-0.45613928517311053
3.5465731758443972,-1.2402348045934053
3.765164852705927,0.016366696323527868
3.6657636063371606,-0.5555227650991756
3.7227048838242927,-0.29214588980261363
3.6699213921353975,-0.5151954128990226
3.746284961166064,0.17397186822768929
3.7444293664866994,0.06319701868780929
3.7295362858825514,-0.28002165995228945
3.534547319073026,-1.4305713398499984
4.006714340098826,1.7090452838502017
3.533080085894007,-1.3556539660178866
3.5399999573563843,-1.1744203446025763
3.5044453086054834,-1.383568000882566
3.7503991129272856,0.07751316474046534
3.536761298798612,-1.2343867029994182
3.737142577076957,-0.22560328014540207
3.7156114715694355,-0.3133545682668396
3.55407238618927,-1.1157683564261351
3.5821685741611606,-0.9754522710403408
3.5699982596369275,-1.4458010754088413
3.956589480167256,1.1566865861692606
3.548062329976742,-1.268350398596329
3.7379748818094964,-0.13834148355016426
3.541288145756353,-1.1905262521433608
3.5659766189551942,-0.8348184825527021
3.5358383595308736,-1.5438344394066166
3.8011932426969595,0.39875525157643177
3.548179619154708,-1.2407710518833452
3.6725358748314174,-0.49905723797752416
3.5557589392170965,-1.1310695221370923
3.6508417036101664,-0.5772194181113718
3.7792725419230573,-0.16749896279035628
3.518561843032582,-1.2340675064773503
3.900352004267035,0.9230665551314757
3.7446503541228386,-0.15004316119422847
3.6204443193612175,-0.9754964297090439
3.8138408526903316,0.476557575887982
3.5346426821111017,-1.1251859143889107
3.8113863381268827,0.42930119655240445
3.5476617834185196,-1.2305257722923153
3.8321411485129953,0.6263839388010869
3.7670588523733506,0.11151166330534538
3.662785997582968,-0.6593470219161068
3.702232823235236,-0.32898627220760585
3.529811158323084,-1.1562140918826946
3.691836814681402,-0.3953900983853411
3.776011945792828,0.2909435023053456
3.5636346263748275,-1.194023905236752
3.5245304046484014,-1.3371859676089828
3.774070488176393,0.695416166689281
3.536152846702553,-1.3612889218457276
3.7146193800302982,-0.4102998489314842
3.6592612039816244,-0.6606790383598935
3.5296545113421813,-1.4529018721326734
3.896901596754175,0.9193946565537702
3.5276758652819855,-1.4000636856393875
3.9089317337037732,0.9897896073611104
3.6918947559289776,-0.485867304431846
3.9910702501346953,1.559251016619519
3.5406947084614937,-1.3180302151292056
3.5562143405486073,-1.0139362237730518
3.6817822662640864,-0.347426488150749
3.647855973984458,-0.6704713605341435
3.553877103199778,-1.3019676845139811
3.5497002469800085,-0.9205060605083469
3.5269377074409083,-1.198809307590197
3.7373085211326393,-0.12995481833477174
3.981118672668016,1.3186044763879385
3.533802271545036,-1.3412994120255806
3.616922374690154,0.3196306209306836
3.771691810858887,-0.013607527823991189
3.901079645060062,0.896152253685304
3.7685485002720376,0.11599434933391148
4.118438730481554,2.894128916475531
3.7522163351580256,-0.1204115240187012
3.6150688871950303,-0.9415273958337164
3.716391562180506,-0.4380892698701229
3.52167297669444,-1.3941942590515257
3.5349783915036768,-1.3039052895152803
3.7121837052681244,-0.46866777762650613
3.8636817867077444,0.8037850526581339
4.015043723375481,2.0373954298676322
3.696779487591506,-0.47778339162631944
3.679275747290637,-0.4770548493450163
3.7460210407143393,-0.16230372728612286
3.5904173757167164,-1.0342600297597853
3.752840034159431,-0.06208234652221151
3.7252645334375827,-0.2641802931743519
3.772783296115197,0.20776624210273084
3.7250921648767163,-0.3372613783827257
3.6919491119316548,-0.5357751441630633
3.7196683847649816,0.016442123687187265
3.540203107817327,-1.0977783127674856
3.8723135086618385,0.8279162182720167
3.559525483930717,-1.2248609559744106
3.9715378061632247,1.2696826428482983
3.8169085912558094,0.5466528684175613
3.8003716423067413,0.35484197104210324
3.563279380814195,-0.7837347009912166
3.537611013405996,-1.2302928909967537
3.657582035318826,-0.46334256270910146
3.5360712994276255,-1.2809498907579615
3.8039798769337922,0.5213165890870032
3.539681206404285,-1.2013019316630955
3.5648307678770426,-1.0986540275839067
3.7250566605151905,-0.06453688647007894
3.533127558589884,-1.493691633465483
3.6630664045067425,0.6053819875819528
3.6599202370386514,-0.41712402354856787
3.7946362576341057,0.2948202397260342
3.572060120156673,-1.0910549885947787
3.742108806089595,-0.22604242339619876
3.557518245221281,-1.1339570178192206
3.6964345060389348,-0.5426792975572483
3.7273430926067985,-0.045878291287906776
3.8025417355010456,0.4034998204610222
3.577029711164825,-1.0296364186064806
3.7383487209957793,-0.16297779529051845
3.7294354351734658,-0.24953618868383284
3.9614236433883403,1.5273179749549686
3.781932590814529,0.3937335902349982
3.539806593376682,-1.197159207100865
3.8143639517686787,0.4991844520463716
3.6279449284494842,-0.8085611235253295
3.5755562801164573,-1.1921399634723653
3.5223340831856427,-1.256819607882424
3.5266678427418507,-1.5292222948766487
3.5421633810887805,-1.2416350385333732
3.5653648304657777,-0.9568763819096515
3.7360529883756155,0.008939036076053635
3.7733831336502845,0.21771612790759595
3.705717543094018,-0.6398961567687922
3.756022452616745,-0.06478935867654745
3.5357818573326623,-1.4128498895245187
3.604212284931032,-0.8674869156480982
3.5320250902066137,-1.3007371558549319
3.553218119339,-1.2044849728231806
3.6990842884803157,-0.45254996203627795
3.7599375354032367,-0.07869144919540094
3.733759657667817,-0.2889002721211899
3.801132908465065,0.3356122009946966
3.564408311486964,-0.9013937347541562
3.6868317024804234,-0.4125641081149966
3.6758260744366473,-0.22782916961227215
3.8744518624330455,0.8666966952233683
3.7385787857832624,-0.25849375394278623
3.550760739823639,-1.2117281394343362
3.8867785877893697,0.8826513841507877
3.6901473905474385,-0.42394801891917916
3.542245374462135,-1.1751393693172656
3.5684077724874923,-1.0467922022165714
3.5405440463225095,-1.2306619892693413
3.541313176102726,-1.2208384949779578
3.5538260990034134,-1.1141540051535228
3.545506471541859,-1.2837495254020157
3.711079611419976,-0.1578618851705457
3.657045857063563,-0.6567614742618927
3.7446300815596767,0.025929538675124632
3.5390219777664194,-1.3126541165188055
3.6638917815132297,-0.6155725224978505
3.8172225849772947,0.6489592025605635
3.7202343855911297,-0.21408611891799792
3.633941185844986,-0.9256864556391012
3.5321107015292403,-1.374100881578799
3.764881117602269,-0.03199107559504456
3.6990465928786844,-0.3740101138468656
3.5699184024988626,-0.9817681253155254
3.6078386261037716,-0.7882850649721863
3.6621789891603833,-0.5828235947071647
3.686439525774948,-0.5380912671063484
3.535329327638066,-1.3923971151023842
3.651517412440137,-0.7086105973699225
3.542579880845734,-1.285882383994231
3.5452656695631273,-1.2673120255062467
3.5481624539354364,-0.9687496423070814
3.66651272477889,-0.47750115504295937
3.749138104373114,-0.3405629949457412
3.5411262520792866,-1.2864837367787358
3.8977940212102546,1.2750895635196922
3.617902493313823,-0.847812872796876
3.6993756087787175,-0.18426871502199993
3.532718184619162,-1.4084628903490664
3.683109287275634,-0.32724835390167206
3.550943384694201,-1.251496877589402
3.5300865233827188,-1.393456854592971
3.546621575566066,-1.0170862689748843
3.719479580752299,-0.09829101602354241
3.958058102620618,1.6568054289186773
3.5081267207623235,-1.266891388119149
3.9656891833670493,0.8951129443906711
3.572006463571576,-1.07843399188858
3.564414497726498,-1.1297329341550761
3.570720900900394,-1.292694323759717
