                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2                                     msun                                     rsun                                     lsun 
                              "r25.12.1"                               "gfortran"                                 "15.2.0"                   "aarch64-macos-26.3.2"                                 "CRMATH"                               "20260615"                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                               log_xmstar                             log_abs_mdot                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                       log_power_nuc_burn                           power_nuc_burn                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                     Lnuc                                       pp                                      cno                                tri_alpha                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                             co_core_mass                            one_core_mass                             fe_core_mass                   neutron_rich_core_mass                                 log_Teff                                    log_L                                    log_R                                    log_g                        v_div_csound_surf                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                              num_retries                                num_iters 
                                       1                                     2490                  2.1481800499453842E+004                  4.3320706789924648E+000                  1.8500000000000001E+000                  3.3565677638763681E+001                 -9.8999999999999986E+001                  3.0193245629605731E-001                  1.6300664770132733E-001                  7.8131226988187308E-008                  9.9999999938620199E-001                  9.9999999766130065E-001                  1.6300664770132733E-001                  7.8131226988187308E-008                  9.9999999938620199E-001                  9.9999999766130065E-001                  1.0878304006857740E+000                  1.2241380593680438E+001                  1.0878304006857740E+000                 -3.8465477832007565E+001                 -1.4750469787535078E+001                  1.0878304006857740E+000                  1.2241380593680438E+001                  8.8372215009269373E-001                  6.6184211427110029E-001                 -3.8465477832007565E+001                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.2431542257534499E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9286561227492198E+000                  1.0687582169389223E+000                  1.9972002383551823E-001                  4.3057993080351098E+000                  0.0000000000000000E+000                  1.7274536386963771E+001                  1.8371762010783683E+000                  7.3098304877750317E+000                  6.2246322204417481E-001                  8.4859891055814540E-001                  1.3004293299832366E+000                  6.9719515722132586E-001                  2.8223665805638615E-001                  3.1878299905714265E-005                  9.3087318508701875E-003                  3.4468833607860781E-003                  9.3805276451495428E-003                  1.2938881577619890E+000                  5.1875977090881020E-001                                        0                                        5 
                                       5                                      943                  1.5985896659673570E+005                  4.6487956631829643E+000                  1.8500000000000001E+000                  3.3565677638763681E+001                 -9.8999999999999986E+001                  2.1725612036293293E-001                  1.1708938180026612E-001                  7.8131225267341620E-008                  9.9999999932370076E-001                  9.9999999801989203E-001                  1.1708938180026612E-001                  7.8131225267341620E-008                  9.9999999932370076E-001                  9.9999999801989203E-001                  1.0535856679664264E+000                  1.1313205291037550E+001                  1.0535856679664266E+000                 -3.8456558935758181E+001                 -9.8999999999999986E+001                  1.0535856679664264E+000                  1.1313205291037550E+001                  8.3794546211534005E-001                  6.4616318693534491E-001                 -3.8456558935758181E+001                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.0758293164604600E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9289067316565758E+000                  1.0697996993442174E+000                  1.9973954722345447E-001                  4.3057602612592376E+000                  0.0000000000000000E+000                  1.7276712170423501E+001                  1.8392083099571417E+000                  7.3099849038938123E+000                  6.2248535836151131E-001                  8.4857402018024819E-001                  1.3004921888576602E+000                  6.9714588311559322E-001                  2.8228710808519925E-001                  2.8505480766764872E-005                  9.3069869737818049E-003                  3.4468833607860768E-003                  9.3805276451495393E-003                  1.2938722471519672E+000                  5.1877418242238094E-001                                        0                                        3 
                                      10                                      935                  5.5763923035872495E+005                  5.0447018934210881E+000                  1.8500000000000001E+000                  3.3565677638763681E+001                 -9.8999999999999986E+001                  2.0728029345740576E-001                  1.1086628041836849E-001                  7.8131225267341620E-008                  9.9999999932370076E-001                  9.9999999803020001E-001                  1.1086628041836849E-001                  7.8131225267341620E-008                  9.9999999932370076E-001                  9.9999999803020001E-001                  1.0637915294034224E+000                  1.1582212518377444E+001                  1.0637915294034224E+000                 -3.8413745010010935E+001                 -9.8999999999999986E+001                  1.0637915294034224E+000                  1.1582212518377444E+001                  8.4847248932646413E-001                  6.5586910355143657E-001                 -3.8413745010010935E+001                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.0986487833988245E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9299493882291388E+000                  1.0741927566944893E+000                  1.9985076275346494E-001                  4.3055378301992171E+000                  0.0000000000000000E+000                  1.7281284348162753E+001                  1.8430269953121261E+000                  7.3107711071732782E+000                  6.2254841812876727E-001                  8.4849924764920270E-001                  1.3006816008415416E+000                  6.9699639950498715E-001                  2.8243738045739969E-001                  2.8043977078617392E-005                  9.3015363784147813E-003                  3.4468833607860763E-003                  9.3805276451495410E-003                  1.2938262294370151E+000                  5.1881637738976083E-001                                        0                                        3 
                                      15                                      935                  1.5474438162829580E+006                  5.4406081236592128E+000                  1.8500000000000001E+000                  3.3565677638763681E+001                 -9.8999999999999986E+001                  2.1614518952040787E-001                  1.1397137307005584E-001                  7.8131225267341620E-008                  9.9999999932370076E-001                  9.9999999805438122E-001                  1.1397137307005584E-001                  7.8131225267341620E-008                  9.9999999932370076E-001                  9.9999999805438122E-001                  1.0724158723657176E+000                  1.1814514301957363E+001                  1.0724158723657176E+000                 -3.8357199206751851E+001                 -9.8999999999999986E+001                  1.0724158723657176E+000                  1.1814514301957363E+001                  8.5425894270300451E-001                  6.6887861494332534E-001                 -3.8357199206751851E+001                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.1575977973630498E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9306512154050881E+000                  1.0743947864380394E+000                  1.9854812327334048E-001                  4.3081431091594657E+000                  0.0000000000000000E+000                  1.7283257301848501E+001                  1.8439402246110428E+000                  7.3119392804121413E+000                  6.2271435723050139E-001                  8.4831070981014089E-001                  1.3011594500556607E+000                  6.9661934944545068E-001                  2.8281627909508472E-001                  2.8222449929558724E-005                  9.2876005631196308E-003                  3.4468833607860768E-003                  9.3805276451495410E-003                  1.2937091653325998E+000                  5.1892492596859507E-001                                        0                                        5 
                                      20                                      935                  4.0103943635299457E+006                  5.8365143538973365E+000                  1.8500000000000001E+000                  3.3565677638763681E+001                 -9.8999999999999986E+001                  2.2734950548206437E-001                  1.2021970299360524E-001                  7.8131225267341620E-008                  9.9999999932370076E-001                  9.9999999806697248E-001                  1.2021970299360524E-001                  7.8131225267341620E-008                  9.9999999932370076E-001                  9.9999999806697248E-001                  1.0719306106307813E+000                  1.1801320650729519E+001                  1.0719306106307813E+000                 -3.8329032733430971E+001                 -1.4449439791871097E+001                  1.0719306106307813E+000                  1.1801320650729519E+001                  8.5606032416777067E-001                  6.6486570568329906E-001                 -3.8329032733430971E+001                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.1972995990943515E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9305262227221522E+000                  1.0721539432152121E+000                  1.9767768702779928E-001                  4.3098839816505476E+000                  0.0000000000000000E+000                  1.7283063014187682E+001                  1.8434807082132010E+000                  7.3124920084047957E+000                  6.2312903039996648E-001                  8.4787113065438058E-001                  1.3022750556692577E+000                  6.9574016727141608E-001                  2.8369938737424827E-001                  2.8378773959870692E-005                  9.2558274537900120E-003                  3.4468833607860763E-003                  9.3805276451495410E-003                  1.2934167870475193E+000                  5.1919942029836241E-001                                        0                                        5 
                                      25                                      936                  1.0139003469255570E+007                  6.2324205841354603E+000                  1.8500000000000001E+000                  3.3565677638763681E+001                 -9.8999999999999986E+001                  2.3312724459162565E-001                  1.2021970299360524E-001                  7.8131225267341620E-008                  9.9999999932370076E-001                  9.9999999806829809E-001                  1.2021970299360524E-001                  7.8131225267341620E-008                  9.9999999932370076E-001                  9.9999999806829809E-001                  1.0721791422094258E+000                  1.1808076067528026E+001                  1.0721791422094260E+000                 -3.8290379024131632E+001                 -9.8999999999999986E+001                  1.0721791422094258E+000                  1.1808076067528026E+001                  8.5737778018375166E-001                  6.6344887541434805E-001                 -3.8290379024131632E+001                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.2232936137869134E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9304661021334528E+000                  1.0719932167953723E+000                  1.9771756499527671E-001                  4.3098042257155935E+000                  0.0000000000000000E+000                  1.7282846353452701E+001                  1.8433688847134297E+000                  7.3131389954927846E+000                  6.2421200924872355E-001                  8.4673657386553658E-001                  1.3051631846919580E+000                  6.9347108474556607E-001                  2.8597897040678871E-001                  2.8852529356742530E-005                  9.1732003182434744E-003                  3.4468833607860768E-003                  9.3805276451495410E-003                  1.2926916430406452E+000                  5.1989330070072926E-001                                        0                                        5 
                                      30                                      936                  2.5388944079214748E+007                  6.6283268143735850E+000                  1.8500000000000001E+000                  3.3565677638763681E+001                 -9.8999999999999986E+001                  2.3926979548622199E-001                  1.2730461958452982E-001                  7.8131225267341620E-008                  9.9999999932370076E-001                  9.9999999804857898E-001                  1.2730461958452982E-001                  7.8131225267341620E-008                  9.9999999932370076E-001                  9.9999999804857898E-001                  1.0732738081415301E+000                  1.1837876590192959E+001                  1.0732738081415301E+000                 -3.8239741547234935E+001                 -9.8999999999999986E+001                  1.0732738081415301E+000                  1.1837876590192959E+001                  8.5493605666737305E-001                  6.7001350128254067E-001                 -3.8239741547234935E+001                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.2474523593487329E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9299160721472770E+000                  1.0729303479325552E+000                  1.9928619053622046E-001                  4.3066669746337061E+000                  0.0000000000000000E+000                  1.7281230686793016E+001                  1.8430499921198493E+000                  7.3137574849828235E+000                  6.2696967617724619E-001                  8.4387774978420071E-001                  1.3124980171262111E+000                  6.8775346722940855E-001                  2.9172234933342223E-001                  2.9891201894718536E-005                  8.9692294474973521E-003                  3.4468833607860763E-003                  9.3805276451495410E-003                  1.2908915091038875E+000                  5.2164846772899753E-001                                        0                                        5 
                                      35                                      934                  6.3335676297788367E+007                  7.0242330446117087E+000                  1.8500000000000001E+000                  3.3565677638763681E+001                 -9.8999999999999986E+001                  2.4337932917479141E-001                  1.3047598714907432E-001                  7.8131225267341620E-008                  9.9999999930495076E-001                  9.9999999798207417E-001                  1.3047598714907432E-001                  7.8131225267341620E-008                  9.9999999930495076E-001                  9.9999999798207417E-001                  1.0768822851415540E+000                  1.1936645196610373E+001                  1.0768822851415540E+000                 -3.8144728134643351E+001                 -9.8999999999999986E+001                  1.0768822851415540E+000                  1.1936645196610373E+001                  8.4394133735144172E-001                  6.9506681777708268E-001                 -3.8144728134643351E+001                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.2659988761025619E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9283166979213311E+000                  1.0765114173420482E+000                  2.0427547369285884E-001                  4.2966884083204286E+000                  0.0000000000000000E+000                  1.7277023468578601E+001                  1.8427533854826719E+000                  7.3146514443503117E+000                  6.3392599729780141E-001                  8.3676885196314699E-001                  1.3311014919576356E+000                  6.7353574612301303E-001                  3.0599994287397009E-001                  3.2273409339415107E-005                  8.4952151079577855E-003                  3.4468833607860768E-003                  9.3805276451495410E-003                  1.2863989880716731E+000                  5.2608661573965543E-001                                        0                                        5 
                                      40                                      931                  1.3867855931944361E+008                  7.1427206766244078E+000                  1.8500000000000001E+000                  3.3565677638763681E+001                 -9.8999999999999986E+001                  2.5186233785540824E-001                  1.3364735471361883E-001                  7.8131225267341620E-008                  9.9999999923620075E-001                  9.9999999780260862E-001                  1.3364735471361883E-001                  7.8131225267341620E-008                  9.9999999923620075E-001                  9.9999999780260862E-001                  1.0848660188761530E+000                  1.2158108615601215E+001                  1.0848660188761530E+000                 -3.7961005602237478E+001                 -9.8999999999999986E+001                  1.0848660188761530E+000                  1.2158108615601215E+001                  8.2007089904654740E-001                  7.4430045278579515E-001                 -3.7961005602237478E+001                  0.0000000000000000E+000                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  2.2802839874946322E+032                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9250653654183352E+000                  1.0845384274360761E+000                  2.1479164374586479E-001                  4.2756560682144169E+000                  0.0000000000000000E+000                  1.7269494529472251E+001                  1.8432703727711326E+000                  7.3164358924801443E+000                  6.4838138706226611E-001                  8.2244634985955900E-001                  1.3702378456579241E+000                  6.4489090089453460E-001                  3.3475112364236520E-001                  3.6571610164568738E-005                  7.6540772117933056E-003                  3.4468833607860763E-003                  9.3805276451495410E-003                  1.2773598626737663E+000                  5.3507809266739592E-001                                        0                                        5 
